square,price,address
450 m²,1 511 202 446 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
350 m²,12 572 so’mKelishilgan,Navbahor - 2025-06-29
1 100 m²,4 444 713 077 so’mKelishilgan,Samarqand - 2025-07-01
400 m²,3 047 803 253 so’mKelishilgan,"Toshkent, Chilonzor tumani - 2025-07-01"
360 m²,3 746 258 165 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
221 m²,3 047 803 253 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
400 m²,6 349 590 111 so’m,"Toshkent, Chilonzor tumani - 2025-07-01"
281 m²,4 762 192 583 so’mKelishilgan,"Toshkent, Chilonzor tumani - 2025-07-01"
5.20 m²,730 000 000 so’mKelishilgan,Navoiy - 2025-07-01
1 000 m²,158 739 753 so’mKelishilgan,Keles - 2025-07-01
290 m²,2 793 819 649 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
378 m²,5 524 143 396 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
600 m²,1 841 381 132 so’mKelishilgan,Jizzax - 2025-07-01
390 m²,3 428 778 660 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
120 m²,1 904 877 033 so’mKelishilgan,"Toshkent, Yakkasaroy tumani - 2025-07-01"
300 m²,2 171 559 818 so’m,"Toshkent, Yashnobod tumani - 2025-07-01"
800 m²,2 539 836 044 so’mKelishilgan,Chirchiq - 2025-07-01
400 m²,3 555 770 462 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
600 m²,8 635 442 550 so’mKelishilgan,"Toshkent, Olmazor tumani - 2025-07-01"
360 m²,3 746 258 165 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
188 m²,2 349 348 341 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
300 m²,6 730 565 517 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
201.60 m²,1 396 909 824 so’mKelishilgan,Buxoro - 2025-07-01
600 m²,1 142 926 220 so’mKelishilgan,Qarshi - 2025-06-30
500 m²,4 698 696 682 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
70 m²,952 438 517 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
4.50 m²,2 539 836 044 so’mKelishilgan,"Toshkent, Olmazor tumani - 2025-07-01"
450 m²,1 269 918 022 so’m,Qibray - 2025-07-01
800 m²,2 539 836 044 so’mKelishilgan,"Toshkent, Yakkasaroy tumani - 2025-07-01"
300 m²,1 142 926 220 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
600 m²,1 396 909 824 so’m,Yangi Margʻilon - 2025-07-01
900 m²,592 000 000 so’m,Jizzax - 2025-07-01
102 m²,1 460 405 725 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
120 m²,2 768 421 288 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
300 m²,4 444 713 077 so’mKelishilgan,"Toshkent, Shayxontohur tumani - 2025-07-01"
50 m²,2 539 836 044 so’m,"Toshkent, Mirobod tumani - 2025-07-01"
7 000 m²,8 889 426 155 so’m,"Toshkent, Chilonzor tumani - 2025-07-01"
82 m²,1 015 934 418 so’m,"Toshkent, Yashnobod tumani - 2025-07-01"
100 m²,2 222 356 539 so’m,"Toshkent, Shayxontohur tumani - 2025-07-01"
250 m²,444 471 308 so’mKelishilgan,Jomboy - 2025-07-01
600 m²,2 984 307 352 so’m,Chirchiq - 2025-07-01
400 m²,1 714 389 330 so’mKelishilgan,Samarqand - 2025-07-01
350 m²,1 269 918 022 so’mKelishilgan,Buxoro - 2025-07-01
300 m²,1 714 389 330 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
700 m²,260 333 195 so’mKelishilgan,Qarshi - 2025-06-19
450 m²,12 445 196 617 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
77 m²,797 508 518 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
4 000 m²,2 666 827 846 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
4 m²,700 000 000 so’mKelishilgan,Xo'jayli - 2025-07-01
1 000 m²,15 239 016 265 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
4.82 m²,761 950 813 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
160 m²,1 269 918 022 so’mKelishilgan,Buxoro - 2025-07-01
500 m²,9 778 368 770 so’m,"Toshkent, Shayxontohur tumani - 2025-07-01"
1 m²,952 438 517 so’mKelishilgan,Chirchiq - 2025-06-30
62.12 m²,330 000 000 so’m,Nukus - 2025-07-01
7 m²,888 942 615 so’m,Farg‘ona - 2025-07-01
4 m²,250 000 000 so’mKelishilgan,Navoiy - 2025-07-01
321 m²,700 000 000 so’m,Chirchiq - 2025-07-01
1.30 m²,634 959 011 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
262.42 m²,250 000 000 so’mKelishilgan,Qo'ng'irot - 2025-07-01
300 m²,5 714 631 099 so’m,"Toshkent, Olmazor tumani - 2025-07-01"
225 m²,2 450 941 783 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
100 m²,863 544 255 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
500 m²,3 619 266 363 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
130 m²,1 460 405 725 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
300 m²,1 714 389 330 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
8 m²,1 777 885 231 so’mKelishilgan,Chirchiq - 2025-07-01
6 m²,571 463 110 so’mKelishilgan,Beruniy - 2025-07-01
300 m²,1 904 877 033 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
200 m²,1 904 877 033 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
500 m²,1 650 893 429 so’mKelishilgan,"Toshkent, Bektemir tumani - 2025-07-01"
90 m²,2 539 836 044 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
1 000 m²,190 487 703 so’mKelishilgan,Sirdaryo - 2025-07-01
200 m²,1 523 901 627 so’m,"Toshkent, Yashnobod tumani - 2025-07-01"
480 m²,3 809 754 066 so’mKelishilgan,Samarqand - 2025-06-30
12 000 m²,800 048 354 so’mKelishilgan,Jomboy - 2025-07-01
200 m²,5 016 176 187 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
62 m²,800 048 354 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
800 m²,15 239 016 265 so’mKelishilgan,"Toshkent, Yakkasaroy tumani - 2025-07-01"
63 m²,365 000 000 so’m,Qarshi - 2025-07-01
400 m²,5 714 631 099 so’m,"Toshkent, Olmazor tumani - 2025-07-01"
2.20 m²,1 904 877 033 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
600 m²,2 222 356 539 so’mKelishilgan,Samarqand - 2025-07-01
300 m²,952 438 517 so’mKelishilgan,Yangiyo'l - 2025-07-01
130 m²,1 396 909 824 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
150 m²,1 117 527 859 so’m,"Toshkent, Bektemir tumani - 2025-07-01"
405 m²,3 238 290 956 so’mKelishilgan,"Toshkent, Uchtepa tumani - 2025-07-01"
63 m²,914 340 976 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
1 000 m²,35 557 704 619 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
160 m²,874 821 127 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
400 m²,1 079 430 319 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
1 m²,3 936 745 869 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
550 m²,1 904 877 033 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
255 m²,950 000 000 so’mKelishilgan,Nukus - 2025-07-01
200 m²,1 803 283 591 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-06-29"
550 m²,838 145 895 so’m,Buxoro - 2025-06-18
1.70 m²,1 333 413 923 so’mKelishilgan,Samarqand - 2025-07-01
165 m²,1 587 397 528 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
250 m²,2 920 811 451 so’mKelishilgan,"Toshkent, Chilonzor tumani - 2025-07-01"
400 m²,6 730 565 517 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
360 m²,6 095 606 506 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
80 m²,330 178 686 so’m,Chirchiq - 2025-07-01
200 m²,279 381 965 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
300 m²,2 539 836 044 so’mKelishilgan,"Toshkent, Yakkasaroy tumani - 2025-07-01"
330 m²,6 603 573 715 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
770 m²,952 438 517 so’m,"Toshkent, Mirobod tumani - 2025-07-01"
550 m²,990 536 057 so’mKelishilgan,Samarqand - 2025-07-01
80 m²,1 841 381 132 so’mKelishilgan,Mirobod - 2025-07-01
500 m²,546 064 750 so’m,Farg‘ona - 2025-07-01
300 m²,444 471 308 so’mKelishilgan,Chirchiq - 2025-07-01
300 m²,4 432 013 897 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
80 m²,1 015 934 418 so’mKelishilgan,"Toshkent, Bektemir tumani - 2025-07-01"
650 m²,10 146 644 997 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
456 m²,7 429 020 429 so’mKelishilgan,Qibray - 2025-07-01
67 m²,698 454 912 so’mKelishilgan,Chirchiq - 2025-07-01
100 m²,1 460 405 725 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
700 m²,1 904 877 033 so’m,Samarqand - 2025-07-01
120 m²,1 650 893 429 so’m,"Toshkent, Yashnobod tumani - 2025-07-01"
600 m²,4 190 729 473 so’mKelishilgan,Chorvoq - 2025-07-01
2 m²,5 079 672 088 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
400 m²,125 000 000 so’m,Taxiatosh - 2025-07-01
500 m²,2 285 852 440 so’mKelishilgan,Samarqand - 2025-07-01
250 m²,1 777 885 231 so’m,Mirobod - 2025-07-01
300 m²,1 181 023 761 so’m,Keles - 2025-07-01
66.27 m²,698 454 912 so’mKelishilgan,Chirchiq - 2025-07-01
20 m²,698 454 912 so’mKelishilgan,Samarqand - 2025-07-01
4 000 m²,1 587 397 528 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
500 m²,5 905 118 803 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
1 400 m²,1 968 372 934 so’mKelishilgan,Chorvoq - 2025-07-01
796 m²,4 063 737 671 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
500 m²,4 063 737 671 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
200 m²,1 904 877 033 so’mKelishilgan,Chorvoq - 2025-07-01
500 m²,1 841 381 132 so’mKelishilgan,Chorvoq - 2025-07-01
120 m²,252 713 686 so’mKelishilgan,Buxoro - 2025-07-01
350 m²,190 487 703 so’m,Chiroqchi - 2025-07-01
120 m²,650 000 000 so’m,Navoiy - 2025-07-01
100 m²,825 446 714 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
700 m²,4 444 713 077 so’mKelishilgan,Samarqand - 2025-07-01
200 m²,550 000 000 so’mKelishilgan,Nukus - 2025-07-01
2 000 m²,4 127 233 572 so’mKelishilgan,Samarqand - 2025-07-01
250 m²,1 041 332 778 so’m,Samarqand - 2025-07-01
120 m²,1 269 918 022 so’mKelishilgan,Samarqand - 2025-07-01
1 000 m²,3 174 795 055 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
1 000 m²,1 079 430 319 so’mKelishilgan,Jizzax - 2025-07-01
270 m²,2 539 836 044 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
184 m²,350 000 000 so’mKelishilgan,Nukus - 2025-06-30
57 m²,1 079 430 319 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
600 m²,6 349 590 111 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
300 m²,234 934 834 so’mKelishilgan,Yangiyo'l - 2025-07-01
60 m²,1 117 527 859 so’mKelishilgan,"Toshkent, Shayxontohur tumani - 2025-07-01"
3 m²,507 967 209 so’mKelishilgan,Yangiyo'l - 2025-07-01
71 m²,628 609 421 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
270 m²,1 111 178 269 so’m,"Toshkent, Olmazor tumani - 2025-07-01"
4 500 m²,3 327 185 218 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
100 m²,660 357 371 so’m,"Toshkent, Bektemir tumani - 2025-07-01"
2 500 m²,863 544 255 so’m,"Toshkent, Bektemir tumani - 2025-07-01"
360 m²,761 950 813 so’m,Keles - 2025-07-01
40 m²,571 463 110 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
600 m²,1 587 397 528 so’mKelishilgan,Samarqand - 2025-07-01
100 m²,850 845 075 so’m,"Toshkent, Mirobod tumani - 2025-07-01"
600 m²,1 244 519 662 so’m,Zangiota - 2025-07-01
200 m²,622 259 831 so’m,"Toshkent, Shayxontohur tumani - 2025-07-01"
7.30 m²,2 819 218 009 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
150 m²,5 079 672 088 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
60 m²,1 904 877 033 so’mKelishilgan,Guliston - 2025-07-01
80 m²,711 154 092 so’m,"Toshkent, Yakkasaroy tumani - 2025-06-30"
8 m²,2 222 356 539 so’mKelishilgan,Samarqand - 2025-07-01
5 m²,825 446 714 so’mKelishilgan,Samarqand - 2025-07-01
58 m²,444 471 308 so’m,Buxoro - 2025-07-01
4 m²,1 257 218 842 so’m,Buxoro - 2025-07-01
4 m²,507 967 209 so’mKelishilgan,Buxoro - 2025-07-01
1 000 m²,2 031 868 835 so’m,To'ytepa - 2025-07-01
40 m²,300 000 000 so’m,Nukus - 2025-07-01
603 m²,7 619 508 133 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
94 m²,1 396 909 824 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
600 m²,550 000 000 so’mKelishilgan,Nukus - 2025-06-23
6.20 m²,888 942 615 so’mKelishilgan,Qarshi - 2025-07-01
70 m²,1 269 918 022 so’m,"Toshkent, Yashnobod tumani - 2025-07-01"
3 m²,5 714 631 099 so’mKelishilgan,"Toshkent, Yakkasaroy tumani - 2025-07-01"
6 m²,698 454 912 so’m,Buxoro - 2025-07-01
200 m²,4 952 680 286 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
600 m²,2 793 819 649 so’m,"Toshkent, Olmazor tumani - 2025-07-01"
300 m²,1 739 787 690 so’mKelishilgan,"Toshkent, Olmazor tumani - 2025-07-01"
3 m²,825 446 714 so’mKelishilgan,Samarqand - 2025-07-01
300 m²,3 428 778 660 so’mKelishilgan,"Toshkent, Yakkasaroy tumani - 2025-07-01"
588 m²,6 222 598 308 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
6.81 m²,5 265 000 000 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
61.42 m²,825 446 714 so’m,Chirchiq - 2025-07-01
600 m²,1 015 934 418 so’mKelishilgan,Buxoro - 2025-07-01
270 m²,450 820 898 so’mKelishilgan,Buxoro - 2025-07-01
3.70 m²,4 000 241 770 so’mKelishilgan,"Toshkent, Yakkasaroy tumani - 2025-07-01"
119 m²,914 340 976 so’m,"Toshkent, Shayxontohur tumani - 2025-07-01"
100 m²,1 079 430 319 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
213 m²,3 936 745 869 so’m,"Toshkent, Mirobod tumani - 2025-07-01"
2.85 m²,1 733 438 100 so’m,"Toshkent, Uchtepa tumani - 2025-07-01"
500 m²,8 356 060 585 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
70 m²,761 950 813 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
170 m²,1 219 121 301 so’m,"Toshkent, Sirg‘ali tumani - 2025-06-30"
300 m²,7 365 524 528 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
311 m²,768 300 403 so’m,Samarqand - 2025-07-01
400 m²,3 035 104 073 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
14 000 m²,16 000 967 078 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
200 m²,4 444 713 077 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
70 m²,1 587 397 528 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
200 m²,1 041 332 778 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
2.50 m²,1 015 934 418 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
30 m²,406 373 767 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
416 m²,1 587 397 528 so’mKelishilgan,Qorovul - 2025-07-01
300 m²,3 809 754 066 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
102.80 m²,3 174 795 055 so’m,"Toshkent, Mirobod tumani - 2025-07-01"
500 m²,1 714 389 330 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
6 000 m²,450 000 000 so’mKelishilgan,Xo'jayli - 2025-07-01
400 m²,5 206 663 891 so’mKelishilgan,"Toshkent, Chilonzor tumani - 2025-07-01"
38 m²,482 568 848 so’mKelishilgan,Samarqand - 2025-07-01
600 m²,1 904 877 033 so’m,Navoiy - 2025-07-01
300 m²,4 190 729 473 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
10 m²,380 975 407 so’mKelishilgan,Guliston - 2025-07-01
1 187 m²,5 079 672 088 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
95 m²,9 000 000 so’m,Urganch - 2025-06-29
165 m²,1 079 430 319 so’mKelishilgan,Qibray - 2025-06-29
600 m²,3 174 795 055 so’mKelishilgan,Farg‘ona - 2025-07-01
420 m²,6 095 606 506 so’m,"Toshkent, Chilonzor tumani - 2025-07-01"
100 m²,400 000 000 so’mKelishilgan,Sho'rchi - 2025-07-01
3 m²,711 154 092 so’mKelishilgan,"Toshkent, Bektemir tumani - 2025-07-01"
350 m²,3 809 754 066 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
6 m²,1 904 877 033 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
240 m²,4 190 729 473 so’mKelishilgan,"Toshkent, Shayxontohur tumani - 2025-07-01"
1 200 m²,15 873 975 276 so’m,"Toshkent, Shayxontohur tumani - 2025-07-01"
70 m²,1 777 885 231 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
140 m²,1 111 178 269 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
600 m²,8 635 442 550 so’mKelishilgan,"Toshkent, Uchtepa tumani - 2025-07-01"
300 m²,2 539 836 044 so’m,Nukus - 2025-07-01
4 m²,634 959 011 so’mKelishilgan,Farg‘ona - 2025-07-01
500 m²,888 942 615 so’mKelishilgan,Nazarbek - 2025-07-01
350 m²,3 682 762 264 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
50 m²,609 560 651 so’m,"Toshkent, Yashnobod tumani - 2025-07-01"
1.20 m²,825 446 714 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
150 m²,2 222 356 539 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
157 m²,1 714 389 330 so’m,"Toshkent, Yashnobod tumani - 2025-07-01"
380 m²,5 079 672 088 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
220 m²,1 333 413 923 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-06-30"
500 m²,8 889 426 155 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
300 m²,5 714 631 099 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
800 m²,11 175 278 594 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
1 000 m²,34 287 786 597 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
15 m²,350 000 000 so’mKelishilgan,Kasbi - 2025-07-01
200 m²,5 079 672 088 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
100 m²,952 438 517 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
3 m²,2 285 852 440 so’m,Eshonguzar - 2025-07-01
500 m²,3 809 754 066 so’mKelishilgan,"Toshkent, Uchtepa tumani - 2025-07-01"
400 m²,698 454 912 so’mKelishilgan,Buxoro - 2025-07-01
350 m²,8 127 475 341 so’mKelishilgan,"Toshkent, Yakkasaroy tumani - 2025-07-01"
100 m²,1 587 397 528 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
320 m²,2 666 827 846 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
350 m²,8 127 475 341 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
330 m²,2 260 454 079 so’m,"Toshkent, Yashnobod tumani - 2025-07-01"
450 m²,3 936 745 869 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
100 m²,119 000 000 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
5.50 m²,930 000 000 so’m,Yangi Margʻilon - 2025-07-01
100 m²,380 975 407 so’m,Chirchiq - 2025-07-01
80 m²,355 577 046 so’mKelishilgan,Jizzax - 2025-07-01
252 m²,10 540 319 583 so’m,"Toshkent, Mirobod tumani - 2025-07-01"
87 m²,300 000 000 so’mKelishilgan,Nukus - 2025-07-01
4 m²,1 333 413 923 so’mKelishilgan,Samarqand - 2025-07-01
480 m²,5 016 176 187 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
600 m²,6 984 549 122 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
712 m²,825 446 714 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
700 m²,4 444 713 077 so’mKelishilgan,Keles - 2025-07-01
6 m²,3 809 754 066 so’mKelishilgan,Samarqand - 2025-07-01
400 m²,5 333 655 693 so’mKelishilgan,"Toshkent, Chilonzor tumani - 2025-07-01"
70 m²,723 853 273 so’m,"Toshkent, Chilonzor tumani - 2025-06-30"
200 m²,2 730 323 748 so’m,"Toshkent, Uchtepa tumani - 2025-07-01"
3 m²,1 460 405 725 so’m,Ko'ksaroy - 2025-07-01
500 m²,4 571 704 880 so’m,"Toshkent, Uchtepa tumani - 2025-07-01"
350 m²,1 396 909 824 so’m,"Toshkent, Yashnobod tumani - 2025-07-01"
450 m²,3 936 745 869 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
5 m²,3 770 000 000 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
200 m²,2 044 568 016 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
370 m²,2 158 555 857 so’m,"Toshkent, Bektemir tumani - 2025-07-01"
220 m²,1 904 877 033 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
400 m²,2 527 136 864 so’mKelishilgan,"Toshkent, Shayxontohur tumani - 2025-07-01"
1 200 m²,380 000 000 so’mKelishilgan,Qarshi - 2025-06-30
400 m²,1 000 000 000 so’m,Navoiy - 2025-07-01
670 m²,6 476 581 913 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
264 m²,4 571 704 880 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
6.50 m²,5 714 631 099 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
650 m²,5 714 631 099 so’m,"Toshkent, Shayxontohur tumani - 2025-07-01"
200 m²,1 904 877 033 so’mKelishilgan,Qibray - 2025-07-01
600 m²,2 539 836 044 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
25 m²,571 463 110 so’mKelishilgan,Yangiyo'l - 2025-07-01
360 m²,3 289 087 677 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
1 700 m²,17 778 852 309 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
1.70 m²,1 460 405 725 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
77 m²,1 587 397 528 so’mKelishilgan,"Toshkent, Shayxontohur tumani - 2025-07-01"
400 m²,7 556 012 231 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
460 m²,5 714 631 099 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
200 m²,3 174 795 055 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
150 m²,1 008 000 000 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
300 m²,1 714 389 330 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
402 m²,736 552 453 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
5 000 m²,3 238 290 956 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
2.73 m²,2 158 860 638 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
4 m²,3 555 770 462 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-06-30"
8 000 m²,4 444 713 077 so’m,Samarqand - 2025-06-30
300 m²,2 580 000 000 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
450 m²,13 969 098 243 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
122 m²,698 454 912 so’mKelishilgan,Samarqand - 2025-07-01
242 m²,4 444 713 077 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
150 m²,5 079 672 088 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
58.37 m²,2 539 836 044 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
6 m²,1 142 926 220 so’mKelishilgan,Samarqand - 2025-07-01
350 m²,5 460 647 495 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
10 m²,1 904 877 033 so’m,Nazarbek - 2025-07-01
370 m²,5 333 655 693 so’mKelishilgan,Xo'jakent - 2025-07-01
90 m²,952 438 517 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
700 m²,1 536 600 807 so’m,"Toshkent, Yashnobod tumani - 2025-07-01"
400 m²,2 412 844 242 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
615 m²,11 429 262 199 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
200 m²,3 809 754 066 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
100 m²,3 111 299 154 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
260 m²,1 803 283 591 so’m,"Toshkent, Bektemir tumani - 2025-07-01"
400 m²,5 206 663 891 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
